student_id,gender,age,study_hours_per_day,attendance_percentage,previous_exam_score,sleep_hours,screen_time_hours,extracurricular_activities,parental_education,internet_access,study_group,tutoring,final_exam_score
STU1557,Male,16,3.5,70.4,65.1,7.0,5.8,Yes,Bachelors,Yes,No,No,77.6
STU1558,Female,18,5.4,97.9,69.9,6.6,2.6,No,Bachelors,Yes,No,No,96.7
STU1559,Male,17,3.6,76.7,78.9,5.0,3.5,No,High School,Yes,Yes,Yes,83.9
STU1560,Female,17,5.1,79.7,49.8,7.1,6.8,Yes,Bachelors,Yes,Yes,No,75.9
STU1561,Male,17,9.1,71.0,66.3,5.7,3.9,Yes,Bachelors,No,No,Yes,87.1
STU1562,Male,18,6.4,50.9,51.1,3.7,2.7,Yes,Bachelors,Yes,Yes,No,78.3
STU1563,Male,16,3.8,90.6,68.8,8.5,2.4,Yes,High School,Yes,No,No,98.1
STU1564,Male,18,7.1,88.8,51.6,8.1,4.6,No,Masters,Yes,No,No,86.9
STU1565,Male,16,3.6,76.6,58.9,6.9,1.6,No,Bachelors,Yes,No,Yes,65.8
STU1566,Male,15,0.0,80.8,50.1,7.1,3.6,Yes,High School,Yes,No,Yes,58.0
STU1567,Female,18,2.3,86.2,74.8,8.3,4.6,Yes,Bachelors,Yes,No,Yes,89.0
STU1568,Female,16,0.4,61.2,77.9,7.1,6.3,No,Masters,Yes,No,Yes,67.9
STU1569,Male,15,3.7,73.7,61.5,8.1,5.2,No,Masters,Yes,No,No,81.3
STU1570,Male,15,4.5,89.5,65.6,6.4,2.7,Yes,Bachelors,Yes,Yes,No,89.4
STU1571,Female,18,8.2,64.9,43.3,8.6,6.1,Yes,Masters,Yes,Yes,No,73.8
STU1572,Female,16,5.2,83.5,60.5,7.2,3.5,No,High School,Yes,No,No,78.3
STU1573,Male,15,4.0,63.7,64.2,7.1,1.8,Yes,Bachelors,Yes,No,No,71.5
STU1574,Female,18,6.3,85.6,100.0,,3.7,Yes,Masters,Yes,No,No,100.0
STU1575,Female,15,0.0,79.6,48.3,7.2,6.6,No,Masters,Yes,Yes,No,52.0
STU1576,Female,17,5.0,60.6,87.0,5.6,4.3,No,Bachelors,Yes,No,No,91.7
STU1577,Male,18,6.2,94.0,80.0,5.9,4.0,No,Masters,Yes,Yes,No,100.0
STU1578,Male,15,1.2,71.2,69.2,5.7,6.9,No,High School,Yes,Yes,No,53.9
STU1579,Male,18,7.0,70.3,91.4,5.3,1.4,No,Masters,Yes,No,Yes,93.7
STU1580,Female,18,5.2,82.4,70.6,9.8,1.7,Yes,High School,Yes,Yes,Yes,94.6
STU1581,Female,16,3.6,93.8,70.8,8.7,1.1,Yes,High School,Yes,No,No,79.4
STU1582,Male,16,5.9,67.8,64.2,9.5,4.7,Yes,High School,Yes,No,Yes,85.2
STU1583,Female,15,9.5,80.7,83.4,5.1,4.3,Yes,Bachelors,Yes,No,No,100.0
STU1584,Female,18,4.9,85.1,81.4,6.9,6.8,No,High School,Yes,No,No,93.5
STU1585,Female,18,5.0,88.3,55.6,5.0,4.4,No,High School,Yes,Yes,Yes,79.3
STU1586,Female,17,3.5,82.1,45.2,5.8,3.3,No,,Yes,Yes,Yes,67.1
STU1587,Female,18,2.6,75.6,62.0,5.5,4.0,No,High School,Yes,No,No,54.3
STU1588,Male,16,6.3,70.1,53.0,8.5,4.2,Yes,Bachelors,Yes,No,No,78.2
STU1589,Female,18,2.6,81.0,64.0,6.2,1.0,Yes,Bachelors,Yes,No,No,77.7
STU1590,Female,16,4.7,67.1,83.6,8.3,8.9,No,High School,Yes,Yes,No,84.2
STU1591,Male,17,3.4,44.9,58.1,7.6,4.9,No,Masters,Yes,No,No,58.4
STU1592,Male,15,5.6,,64.4,10.0,4.4,No,Masters,Yes,No,No,84.9
STU1593,Female,16,5.2,90.8,65.9,4.7,5.1,No,Masters,Yes,No,Yes,77.1
STU1594,Male,15,6.8,51.6,77.7,8.6,5.3,No,High School,Yes,No,No,69.1
STU1595,Female,15,3.4,67.9,31.3,,3.7,No,Masters,Yes,Yes,Yes,55.6
STU1596,Male,15,3.9,87.4,55.9,5.4,2.9,Yes,High School,No,Yes,No,63.6
STU1597,Male,15,2.3,100.0,68.2,8.2,5.1,No,High School,Yes,No,No,79.1
STU1598,Male,16,3.5,80.2,83.0,7.3,4.7,No,High School,Yes,No,No,79.8
STU1599,Male,17,5.3,71.3,57.6,6.5,2.5,Yes,Masters,Yes,Yes,No,77.8
STU1600,Female,18,6.2,77.8,36.9,5.6,6.6,No,High School,No,No,No,53.0
STU1601,Female,16,2.5,96.5,74.3,,4.5,Yes,High School,Yes,Yes,No,62.3
STU1602,Male,17,6.4,72.2,55.5,9.7,5.3,No,High School,Yes,Yes,Yes,90.9
STU1603,Male,18,7.5,70.4,47.2,6.8,6.5,Yes,Masters,Yes,No,No,69.6
STU1604,Male,15,5.4,74.2,55.6,7.9,4.0,No,Bachelors,Yes,Yes,No,74.4
STU1605,Male,18,8.6,68.6,62.2,5.7,4.6,Yes,High School,No,No,Yes,77.6
STU1606,Female,18,2.8,81.5,55.9,5.7,5.5,No,Bachelors,Yes,No,No,71.0
STU1607,Male,17,1.8,99.5,31.9,8.3,2.7,Yes,Bachelors,Yes,Yes,Yes,68.8
STU1608,Male,18,0.6,83.9,78.5,4.9,4.1,Yes,Bachelors,No,Yes,Yes,72.9
STU1609,Male,15,7.8,77.0,84.1,6.2,4.2,No,High School,Yes,No,Yes,97.0
STU1610,Male,16,5.9,76.5,74.8,6.8,2.3,No,Masters,Yes,Yes,No,100.0
STU1611,Male,16,4.4,61.2,47.9,7.0,8.2,Yes,High School,Yes,No,No,57.7
STU1612,Male,17,5.1,90.6,62.0,6.5,1.5,Yes,Bachelors,Yes,No,No,85.2
STU1613,Female,15,2.0,79.1,64.9,7.4,1.7,No,High School,Yes,No,No,66.3
STU1614,Female,15,9.9,77.8,74.0,7.8,6.4,No,Bachelors,Yes,No,No,85.9
STU1615,Female,18,4.8,100.0,75.0,7.8,5.3,No,Bachelors,Yes,Yes,No,90.2
STU1616,Male,17,4.7,83.6,54.0,5.4,2.2,Yes,Bachelors,Yes,Yes,Yes,84.0
STU1617,Male,15,6.1,71.0,66.2,6.4,5.1,No,High School,No,Yes,No,83.7
STU1618,Female,15,5.6,74.9,71.9,8.5,6.6,Yes,Masters,Yes,No,Yes,76.8
STU1619,Female,15,5.0,93.8,86.8,8.1,3.9,Yes,High School,No,No,No,88.6
STU1620,Female,16,2.8,81.4,75.6,4.9,8.7,No,Bachelors,Yes,Yes,Yes,72.9
STU1621,Male,16,5.5,62.7,76.8,7.3,0.9,No,Masters,Yes,Yes,No,90.8
STU1622,Male,16,8.6,91.0,66.3,4.0,5.2,No,Bachelors,No,No,Yes,91.2
STU1623,Female,18,7.5,72.0,86.2,6.9,6.1,Yes,Masters,Yes,No,Yes,100.0
STU1624,Female,18,8.0,100.0,71.1,9.5,5.6,Yes,Bachelors,Yes,No,No,100.0
STU1625,Female,18,3.4,93.0,52.1,5.5,3.6,Yes,Bachelors,Yes,No,No,67.0
STU1626,Female,15,2.3,74.6,86.1,5.6,3.5,No,Masters,Yes,No,No,88.2
STU1627,Female,16,4.2,95.4,75.5,7.9,4.8,Yes,High School,Yes,No,No,90.3
STU1628,Female,15,4.6,80.8,58.4,4.6,5.5,Yes,Bachelors,No,No,No,68.8
STU1629,Female,15,6.9,90.2,57.8,5.9,5.1,Yes,Masters,Yes,No,No,95.5
STU1630,Female,17,0.8,85.8,69.4,7.6,5.9,No,Bachelors,Yes,No,No,78.5
STU1631,Female,15,7.9,69.8,71.9,5.9,2.2,Yes,High School,Yes,Yes,No,98.3
STU1632,Male,18,4.2,72.3,68.0,6.5,3.6,No,Bachelors,Yes,Yes,No,60.3
STU1633,Male,16,3.6,92.4,69.7,7.8,2.3,Yes,Masters,Yes,No,No,98.0
STU1634,Female,16,2.3,76.0,90.5,7.4,3.3,No,PhD,Yes,No,No,94.2
STU1635,Male,15,0.9,75.2,81.1,7.2,5.8,Yes,Bachelors,Yes,No,Yes,90.7
STU1636,Female,18,6.3,68.5,67.9,6.3,4.2,No,Bachelors,Yes,Yes,Yes,94.2
STU1637,Male,18,4.7,85.1,79.1,7.3,8.7,No,Masters,No,No,No,91.7
STU1638,Male,18,1.7,100.0,49.5,6.6,4.3,Yes,High School,Yes,No,No,71.4
STU1639,Female,16,1.7,67.2,71.0,7.4,4.1,No,High School,Yes,Yes,Yes,81.5
STU1640,Male,18,3.8,80.3,92.1,6.1,4.2,No,Masters,Yes,No,No,100.0
STU1641,Male,18,8.2,96.9,61.7,6.5,2.9,No,Masters,Yes,No,No,96.8
STU1642,Male,15,3.9,79.0,52.3,5.4,3.9,No,Masters,Yes,No,Yes,64.0
STU1643,Female,17,1.2,85.4,55.2,6.8,6.0,Yes,Bachelors,No,No,No,59.6
STU1644,Male,18,4.0,67.3,48.7,5.7,4.2,Yes,High School,Yes,No,No,65.2
STU1645,Female,15,3.9,85.1,53.2,5.2,2.6,Yes,Bachelors,No,No,No,71.8
STU1646,Male,15,0.0,77.8,59.4,7.2,2.3,Yes,High School,Yes,No,No,55.9
STU1647,Female,18,4.4,91.8,43.9,7.1,3.2,Yes,High School,No,No,No,59.4
STU1648,Male,17,4.0,94.2,65.2,7.9,4.1,Yes,Masters,Yes,No,No,81.1
STU1649,Male,16,6.0,100.0,78.5,6.2,6.1,Yes,High School,No,No,No,95.5
STU1650,Male,17,8.6,87.0,51.4,7.4,1.6,No,Masters,Yes,Yes,No,100.0
STU1651,Male,18,7.0,83.9,87.8,7.6,3.4,Yes,Bachelors,Yes,No,No,100.0
STU1652,Female,17,3.9,82.3,72.7,7.4,4.3,Yes,Bachelors,No,No,No,87.8
STU1653,Male,15,2.1,75.8,80.5,5.6,0.7,No,High School,Yes,No,No,78.8
STU1654,Male,15,10.2,84.1,55.1,7.0,2.5,Yes,,Yes,No,No,83.5
STU1655,Female,17,4.6,76.5,77.8,7.3,2.8,Yes,High School,Yes,Yes,Yes,89.6
STU1656,Male,16,4.5,82.0,48.6,6.8,2.6,Yes,PhD,No,No,Yes,77.6
STU1657,Male,17,4.4,95.8,78.4,3.9,4.3,No,Masters,Yes,Yes,Yes,90.4
STU1658,Female,18,4.9,67.9,67.6,7.0,3.7,No,Bachelors,Yes,Yes,No,79.9
STU1659,Female,16,4.2,93.7,73.3,9.9,3.0,Yes,High School,Yes,No,No,93.2
STU1660,Male,17,3.2,95.8,47.4,6.3,4.8,No,PhD,Yes,Yes,No,77.5
STU1661,Male,17,3.3,78.6,51.6,5.8,7.1,No,High School,Yes,No,No,58.1
STU1662,Female,16,4.4,54.5,74.0,7.3,7.0,No,High School,Yes,No,No,59.1
STU1663,Male,17,3.3,72.7,50.8,7.2,0.5,No,Bachelors,Yes,No,No,66.7
STU1664,Female,18,2.9,95.6,71.9,8.5,5.0,No,,No,No,No,83.8
STU1665,Male,15,4.7,79.7,44.5,5.0,3.7,Yes,High School,Yes,Yes,No,74.9
STU1666,Female,18,3.9,68.0,77.7,7.8,4.3,Yes,High School,Yes,Yes,No,78.9
STU1667,Male,17,7.8,73.9,46.5,7.6,3.3,No,PhD,Yes,No,No,85.0
STU1668,Female,15,0.0,90.1,73.3,6.6,4.2,No,High School,Yes,No,No,71.1
STU1669,Male,16,6.9,86.6,74.4,7.3,4.3,No,High School,Yes,No,No,91.3
STU1670,Female,18,7.2,77.1,54.5,8.2,3.0,No,Bachelors,Yes,No,No,88.4
STU1671,Male,16,0.0,,73.7,8.0,2.4,No,Masters,Yes,Yes,Yes,74.5
STU1672,Male,15,3.7,75.3,68.9,5.2,3.2,Yes,Bachelors,Yes,No,No,74.4
STU1673,Female,17,3.7,68.9,56.9,7.9,4.4,No,PhD,Yes,No,No,72.4
STU1674,Female,15,1.4,99.4,49.9,6.7,5.1,No,Bachelors,Yes,Yes,Yes,65.8
STU1675,Female,15,2.8,76.1,35.6,6.9,5.5,No,High School,Yes,Yes,No,56.6
STU1676,Male,16,2.1,94.6,70.2,6.9,3.1,No,PhD,Yes,Yes,No,79.8
STU1677,Female,18,8.4,98.3,41.5,6.6,4.5,No,Bachelors,Yes,Yes,No,84.5
STU1678,Male,15,6.6,92.0,66.4,8.5,5.7,Yes,High School,Yes,No,No,88.1
STU1679,Female,17,7.3,74.8,61.0,6.7,6.1,No,Bachelors,Yes,Yes,No,83.2
STU1680,Female,15,6.1,84.8,75.2,5.2,3.9,Yes,High School,Yes,Yes,No,87.4
STU1681,Male,16,2.0,,60.5,6.2,3.6,No,High School,Yes,Yes,No,65.4
STU1682,Female,18,3.3,69.2,60.1,7.1,4.3,No,High School,Yes,No,No,67.5
STU1683,Female,17,5.6,83.9,76.0,8.5,1.9,Yes,Bachelors,Yes,No,No,96.5
STU1684,Male,16,1.8,65.9,70.0,7.6,3.7,No,Masters,Yes,Yes,No,73.2
STU1685,Female,15,6.1,94.3,69.7,5.6,5.3,Yes,Bachelors,No,No,No,97.0
STU1686,Male,15,4.0,74.4,72.0,10.0,5.2,Yes,PhD,No,Yes,No,80.0
STU1687,Female,18,3.7,82.4,42.0,7.2,3.5,Yes,High School,Yes,No,No,64.6
STU1688,Male,16,6.1,83.4,76.4,8.6,4.4,No,High School,Yes,Yes,No,82.1
STU1689,Male,16,5.5,76.9,74.2,6.6,2.5,No,High School,Yes,No,No,87.6
STU1690,Male,18,3.7,87.0,49.7,7.5,5.3,No,High School,Yes,No,No,59.8
STU1691,Female,17,7.1,,61.3,8.0,3.9,Yes,High School,Yes,No,Yes,86.6
STU1692,Female,16,2.1,90.5,64.4,8.5,3.5,No,Masters,Yes,Yes,No,76.9
STU1693,Female,18,5.9,63.8,63.0,8.3,3.3,No,Masters,Yes,No,No,82.9
STU1694,Male,16,5.8,81.5,70.0,8.0,3.9,Yes,,Yes,No,No,89.1
STU1695,Male,18,3.8,100.0,86.5,6.4,3.2,Yes,High School,Yes,Yes,No,92.2
STU1696,Female,15,5.2,68.0,81.2,6.0,5.2,Yes,Masters,Yes,No,Yes,99.9
STU1697,Female,15,1.7,71.9,45.3,7.3,3.3,No,High School,Yes,Yes,No,59.3
STU1698,Male,16,6.5,86.2,74.3,8.1,6.9,No,High School,Yes,Yes,No,85.2
STU1699,Male,16,4.1,82.2,84.9,6.5,6.6,No,Masters,Yes,Yes,Yes,90.6
STU1700,Male,15,3.4,84.2,70.8,,2.4,Yes,Bachelors,Yes,No,No,94.7
STU1701,Male,17,6.8,85.9,81.4,8.8,4.1,No,High School,Yes,No,Yes,98.8
STU1702,Female,18,3.0,87.6,95.2,5.5,2.8,Yes,Bachelors,Yes,No,No,90.3
STU1703,Female,17,1.4,93.3,80.4,5.6,3.4,Yes,High School,Yes,Yes,No,77.8
STU1704,Female,17,1.1,84.9,68.7,6.6,7.6,No,Masters,Yes,No,No,64.7
STU1705,Female,17,5.8,77.1,80.7,7.2,3.4,Yes,Bachelors,Yes,Yes,No,91.2
STU1706,Male,15,1.7,88.1,67.2,6.1,4.6,No,PhD,No,No,No,65.4
STU1707,Female,16,8.4,100.0,65.4,8.7,5.0,Yes,High School,Yes,No,No,90.3
STU1708,Female,17,0.0,78.4,59.7,7.4,2.2,No,Bachelors,Yes,Yes,No,60.4
STU1709,Male,15,8.2,68.3,88.5,6.9,2.5,Yes,Bachelors,Yes,No,No,100.0
STU1710,Female,18,5.0,93.3,52.7,4.8,1.8,No,Bachelors,No,No,No,73.1
STU1711,Male,16,4.3,78.6,88.0,5.0,2.4,Yes,High School,Yes,No,No,88.9
STU1712,Female,18,3.3,53.9,72.5,,0.0,Yes,Masters,No,No,No,86.3
STU1713,Male,17,5.4,90.2,44.0,3.8,5.0,No,Masters,Yes,No,No,77.2
STU1714,Female,16,4.4,73.6,70.5,8.2,7.7,Yes,PhD,Yes,No,No,79.7
STU1715,Male,17,6.9,78.9,33.5,6.6,4.3,No,Masters,No,No,No,63.4
STU1716,Male,16,4.8,84.0,74.4,10.0,1.5,No,Masters,Yes,Yes,Yes,94.3
STU1717,Female,17,4.8,82.3,78.3,10.0,2.8,Yes,Bachelors,Yes,No,No,98.3
STU1718,Female,18,3.7,88.5,56.1,6.5,3.2,Yes,Masters,Yes,No,No,76.5
STU1719,Male,18,4.4,74.8,66.9,,2.2,No,High School,Yes,Yes,Yes,81.1
STU1720,Male,17,5.2,86.2,94.3,8.2,5.5,No,Bachelors,Yes,Yes,Yes,98.4
STU1721,Male,16,0.7,76.9,57.4,9.2,5.5,No,High School,Yes,No,Yes,59.6
STU1722,Female,18,1.5,88.9,49.1,4.5,1.9,No,Bachelors,Yes,No,No,64.7
STU1723,Female,16,6.1,87.4,87.2,4.3,5.3,No,High School,Yes,No,No,83.3
STU1724,Female,16,4.9,68.8,94.4,5.9,6.7,Yes,PhD,No,Yes,No,99.0
STU1725,Male,18,4.1,93.0,65.1,7.6,7.4,No,High School,Yes,No,No,72.1
STU1726,Female,15,4.5,73.6,80.2,7.5,9.2,No,High School,Yes,Yes,No,77.6
STU1727,Male,15,5.3,89.7,85.1,8.3,2.4,Yes,Bachelors,Yes,No,No,92.1
STU1728,Male,16,3.3,84.4,53.9,5.1,9.1,Yes,High School,Yes,No,Yes,65.2
STU1729,Female,18,2.8,100.0,57.7,3.6,3.4,Yes,High School,Yes,Yes,No,71.5
STU1730,Female,15,4.9,77.3,83.5,8.0,2.9,Yes,High School,No,No,No,89.5
STU1731,Female,17,2.3,75.8,90.3,5.6,4.6,No,Bachelors,Yes,No,Yes,94.8
STU1732,Female,16,5.4,79.8,73.4,4.0,3.0,Yes,Bachelors,Yes,No,No,86.8
STU1733,Female,15,0.8,76.4,51.8,7.0,4.7,Yes,Masters,Yes,No,No,56.8
STU1734,Female,18,6.8,89.6,94.8,7.9,1.6,Yes,Masters,Yes,No,Yes,100.0
STU1735,Male,18,5.5,60.6,57.0,6.6,3.6,No,Bachelors,No,No,Yes,77.3
STU1736,Male,16,5.1,67.4,60.0,6.2,6.3,No,High School,Yes,Yes,Yes,81.6
STU1737,Female,18,6.7,67.2,70.1,6.6,3.9,Yes,,Yes,Yes,No,87.5
STU1738,Female,17,8.2,91.4,88.3,6.3,4.3,Yes,Masters,Yes,Yes,No,100.0
STU1739,Male,17,6.7,100.0,77.8,4.9,4.9,No,High School,Yes,No,No,96.2
STU1740,Male,15,0.5,78.7,71.2,5.8,6.1,No,High School,Yes,No,No,71.7
STU1741,Male,18,1.7,78.0,71.9,7.5,1.0,Yes,Masters,Yes,No,No,69.5
STU1742,Male,17,3.1,80.8,65.7,7.3,5.1,Yes,Bachelors,Yes,No,No,79.6
STU1743,Female,16,4.6,93.9,73.4,7.0,3.5,Yes,High School,Yes,No,Yes,98.0
STU1744,Male,18,5.6,68.9,27.1,5.4,4.3,Yes,High School,Yes,No,No,47.9
STU1745,Female,15,2.9,82.9,60.6,6.5,5.9,No,PhD,No,No,No,65.1
STU1746,Male,16,4.9,91.7,68.6,3.8,1.9,No,Masters,No,No,No,78.8
STU1747,Female,16,2.8,86.0,47.7,7.0,2.2,No,Masters,Yes,No,No,65.1
STU1748,Male,16,3.2,82.3,70.8,8.8,0.5,No,Bachelors,Yes,Yes,Yes,87.3
STU1749,Female,17,1.4,92.0,61.9,4.7,3.0,Yes,Bachelors,Yes,No,No,72.7
STU1750,Female,16,2.5,47.6,91.3,6.0,6.4,No,PhD,Yes,Yes,No,83.7
STU1751,Female,17,1.5,88.1,88.6,7.3,3.8,No,PhD,Yes,Yes,No,96.5
STU1752,Male,16,2.4,72.2,58.0,8.6,1.6,Yes,High School,Yes,No,No,65.9
STU1753,Male,17,6.8,,62.7,6.2,3.1,Yes,Masters,No,No,No,75.1
STU1754,Male,18,2.4,86.1,63.9,5.8,1.3,No,High School,No,No,No,79.3
STU1755,Male,17,10.3,96.5,58.2,4.0,2.0,Yes,High School,Yes,No,No,100.0
STU1756,Female,17,5.6,78.4,67.9,6.9,4.7,Yes,Bachelors,Yes,No,No,84.4
STU1757,Female,18,4.9,91.4,53.6,9.7,1.9,No,Bachelors,Yes,Yes,No,86.6
STU1758,Female,16,2.6,99.3,48.0,7.2,6.0,No,PhD,Yes,No,No,69.6
STU1759,Female,18,6.0,95.8,74.3,6.8,3.9,No,High School,Yes,No,No,93.8
STU1760,Male,16,3.2,99.7,74.4,7.3,4.2,No,Bachelors,Yes,No,No,83.1
STU1761,Male,17,4.8,88.9,52.9,,3.5,Yes,Masters,No,No,No,79.0
STU1762,Male,16,10.1,80.9,78.4,5.7,5.4,No,Masters,Yes,No,Yes,96.9
STU1763,Female,17,4.3,60.8,55.5,8.0,5.4,No,High School,Yes,Yes,No,62.0
STU1764,Female,16,7.0,77.0,68.8,7.1,4.6,No,Bachelors,Yes,No,No,82.7
STU1765,Male,17,3.0,69.9,77.3,6.8,5.0,Yes,Bachelors,Yes,No,No,75.9
STU1766,Male,17,4.4,100.0,64.5,5.4,3.6,No,High School,Yes,No,No,74.8
STU1767,Female,15,8.4,77.9,71.8,8.6,5.0,No,PhD,No,Yes,No,94.0
STU1768,Female,16,3.1,81.5,57.3,7.7,3.4,Yes,Masters,Yes,No,No,66.5
STU1769,Female,16,8.5,86.6,62.1,6.0,4.0,Yes,High School,Yes,No,No,93.4
STU1770,Male,15,6.1,80.5,61.9,8.2,3.5,Yes,High School,Yes,Yes,No,85.0
STU1771,Male,17,3.3,100.0,53.8,6.1,3.2,Yes,High School,Yes,No,No,64.1
STU1772,Female,17,5.9,72.5,62.3,5.7,2.8,No,Masters,No,Yes,No,75.6
STU1773,Female,15,6.6,82.3,41.8,5.7,4.8,Yes,High School,Yes,No,No,72.5
STU1774,Male,15,5.9,71.1,57.6,4.3,6.4,Yes,Bachelors,No,No,No,66.8
STU1775,Female,18,1.0,64.2,60.7,7.5,6.1,No,Bachelors,Yes,No,Yes,58.4
STU1776,Female,17,2.9,72.7,61.2,4.2,1.7,Yes,Bachelors,Yes,No,No,70.8
STU1777,Male,18,4.0,79.6,61.4,5.1,6.3,No,High School,Yes,Yes,No,71.4
STU1778,Male,16,4.3,74.8,64.1,3.9,3.4,Yes,High School,Yes,No,No,64.8
STU1779,Male,18,5.9,71.7,72.2,6.7,5.1,No,PhD,Yes,No,No,89.5
STU1780,Male,15,4.9,63.1,78.1,6.6,2.4,No,Masters,Yes,Yes,No,82.3
STU1781,Female,15,1.6,79.0,55.3,6.3,4.3,No,Masters,Yes,No,Yes,68.3
STU1782,Male,15,5.3,61.9,47.0,5.3,4.6,Yes,High School,Yes,No,Yes,67.2
STU1783,Female,15,5.8,89.1,49.4,5.2,1.3,No,High School,Yes,Yes,No,74.5
STU1784,Female,18,5.7,81.0,57.7,7.5,5.1,Yes,Bachelors,Yes,Yes,No,74.9
STU1785,Male,18,6.9,,59.7,6.0,6.4,Yes,High School,Yes,Yes,No,73.8
STU1786,Male,18,6.3,76.3,53.5,7.2,3.7,Yes,Masters,Yes,No,No,90.8
STU1787,Female,15,5.5,71.0,45.6,5.6,6.4,No,Bachelors,Yes,No,No,55.5
STU1788,Female,15,4.3,83.8,58.2,7.1,3.7,No,High School,Yes,No,No,84.0
STU1789,Female,17,0.8,96.1,67.7,8.6,5.5,No,Masters,Yes,No,No,73.0
STU1790,Male,17,5.4,57.5,73.9,7.6,0.0,Yes,PhD,Yes,No,No,91.5
STU1791,Male,15,5.0,81.4,56.6,6.2,8.4,Yes,High School,Yes,No,Yes,66.8
STU1792,Female,17,5.1,78.1,58.8,7.2,6.7,No,Bachelors,Yes,Yes,No,69.9
STU1793,Female,16,1.7,88.1,51.1,6.5,3.5,Yes,High School,No,No,No,59.6
STU1794,Male,16,2.1,82.6,64.5,6.8,0.5,No,Bachelors,Yes,No,Yes,73.5
STU1795,Female,15,6.8,71.0,52.3,6.3,4.5,Yes,High School,Yes,No,No,73.6
STU1796,Male,18,4.4,76.2,73.6,6.6,1.4,No,Bachelors,Yes,No,No,82.3
STU1797,Female,16,6.0,70.4,38.2,7.1,4.8,No,PhD,Yes,No,No,79.4
STU1798,Female,16,4.6,92.9,59.6,5.4,4.7,Yes,Bachelors,No,No,No,69.7
STU1799,Male,18,4.6,80.3,69.5,5.4,2.3,Yes,High School,Yes,Yes,No,84.0
STU1800,Female,17,6.6,100.0,67.8,4.9,6.0,No,Bachelors,No,No,No,86.6
STU1801,Male,18,3.4,79.3,100.0,4.6,5.5,No,High School,No,Yes,No,80.7
STU1802,Male,17,4.7,71.5,70.2,5.1,5.8,Yes,Masters,Yes,No,No,83.0
STU1803,Male,17,3.5,61.8,49.9,7.0,4.0,Yes,Bachelors,Yes,Yes,No,63.0
STU1804,Male,18,3.5,58.4,63.6,5.6,1.5,No,High School,Yes,Yes,No,54.9
STU1805,Male,17,3.8,61.0,38.4,7.5,5.8,No,High School,Yes,No,Yes,60.6
STU1806,Female,16,5.0,83.2,63.8,6.8,3.5,Yes,Masters,Yes,No,No,77.7
STU1807,Female,15,3.4,86.1,52.5,4.0,1.5,No,High School,Yes,Yes,No,63.2
STU1808,Male,17,7.3,61.0,78.7,7.7,6.4,Yes,Masters,Yes,No,No,94.9
STU1809,Female,16,2.5,90.7,56.8,7.9,7.8,No,High School,Yes,No,No,62.9
STU1810,Female,18,4.1,74.2,63.2,5.4,3.9,Yes,High School,Yes,Yes,No,80.1
STU1811,Female,17,3.5,81.8,55.5,7.4,7.9,No,Bachelors,No,No,No,71.2
STU1812,Female,16,7.7,99.3,91.1,5.6,4.2,No,PhD,Yes,No,Yes,100.0
STU1813,Male,17,4.9,90.8,60.2,6.9,3.3,No,PhD,No,No,No,87.2
STU1814,Male,18,6.8,,92.5,5.0,2.9,No,High School,Yes,No,Yes,96.7
STU1815,Female,15,1.2,69.3,77.2,4.3,6.9,No,Bachelors,Yes,No,No,78.5
STU1816,Male,17,5.1,54.2,72.2,6.3,2.6,No,High School,Yes,No,No,72.1
STU1817,Male,15,6.5,71.4,70.5,6.6,5.3,No,Bachelors,Yes,Yes,No,90.7
STU1818,Male,17,4.7,77.5,70.9,6.2,3.0,No,Bachelors,Yes,Yes,No,88.5
STU1819,Male,17,6.8,68.2,36.1,5.1,3.2,No,Masters,Yes,No,No,69.0
STU1820,Male,18,3.4,78.4,60.8,6.2,5.9,No,PhD,Yes,No,Yes,72.5
STU1821,Male,17,7.6,80.9,77.7,7.2,3.3,Yes,Bachelors,Yes,No,No,97.5
STU1822,Male,16,9.6,77.3,64.3,6.7,3.3,No,Bachelors,Yes,Yes,No,82.2
STU1823,Female,16,3.7,72.2,43.9,7.1,6.0,Yes,Masters,No,Yes,No,64.3
STU1824,Female,15,3.5,82.0,64.2,5.9,6.9,No,Masters,Yes,No,No,74.3
STU1825,Male,15,7.7,85.3,90.6,8.4,5.2,Yes,High School,Yes,No,No,100.0
STU1826,Male,16,8.0,66.9,83.7,5.2,2.8,No,High School,Yes,Yes,No,77.3
STU1827,Male,15,3.3,96.9,64.1,7.5,3.1,No,Bachelors,No,No,Yes,75.0
STU1828,Male,15,3.6,78.8,79.3,8.5,4.1,No,High School,Yes,No,No,78.4
STU1829,Male,16,3.9,80.2,59.5,7.5,4.6,No,High School,Yes,No,No,73.3
STU1830,Male,16,1.5,88.5,39.4,6.5,2.2,Yes,High School,Yes,No,No,61.1
STU1831,Female,16,2.5,82.8,51.1,6.1,5.3,Yes,Bachelors,Yes,No,No,63.6
STU1832,Female,18,2.3,91.4,88.4,8.3,4.2,Yes,High School,Yes,No,No,92.8
STU1833,Male,18,2.8,83.4,60.9,4.8,0.9,No,High School,No,No,No,63.5
STU1834,Male,16,4.4,72.7,61.3,5.4,2.3,Yes,High School,Yes,No,No,78.3
STU1835,Female,17,5.0,84.3,60.5,6.2,3.1,No,Masters,Yes,No,No,83.6
STU1836,Female,16,7.9,66.3,93.6,,3.9,Yes,Masters,Yes,No,Yes,100.0
